"0","res <- aov(SalePrice ~ Alley, data = house)"
"0","summary(res)"
"1","           "
"1","   Df"
"1","    Sum Sq"
"1","   Mean Sq"
"1"," F value"
"1","   Pr(>F)"
"1","    "
"1","
Alley      "
"1","    1"
"1"," 1.801e+11"
"1"," 1.801e+11"
"1","   29.09"
"1"," 8.04e-08"
"1"," ***"
"1","
Residuals  "
"1"," 1458"
"1"," 9.028e+12"
"1"," 6.192e+09"
"1","        "
"1","         "
"1","    "
"1","
"
"1","---
Signif. codes:  "
"1",""
"1","
"
"1","0 ‘***’ 0.001 ‘**’ 0.01 ‘*’ 0.05 ‘.’ 0.1 ‘ ’ 1"
"1","
"
