"0","res <- aov(SalePrice ~ LotFrontage, data = house)"
"0","summary(res)"
"1","           "
"1","   Df"
"1","    Sum Sq"
"1","   Mean Sq"
"1"," F value"
"1"," Pr(>F)"
"1","    "
"1","
LotFrontage"
"1","    1"
"1"," 1.033e+12"
"1"," 1.033e+12"
"1","   184.2"
"1"," <2e-16"
"1"," ***"
"1","
Residuals  "
"1"," 1458"
"1"," 8.175e+12"
"1"," 5.607e+09"
"1","        "
"1","       "
"1","    "
"1","
"
"1","---
Signif. codes:  "
"1",""
"1","
"
"1","0 ‘***’ 0.001 ‘**’ 0.01 ‘*’ 0.05 ‘.’ 0.1 ‘ ’ 1"
"1","
"
